"sample.id","Observed","Shannon","FaithPD","collection.date","motu","island.side","station","site","transect","distance.along.transect","lat","long","sample.type","health.state","algae.N15","algae.C13.not.acid","algae.N.percent","rat.status","mL_sterivex","Evenness","RelAbund_Rhodospirillales_AEGEAN_169_marine_group","RelAbund_SAR11_CladeIa","RelAbund_SAR11_CladeIb","RelAbund_SAR11_CladeII","RelAbund_Prochlorococcus","RelAbund_SAR116_Clade","RelAbund_SAR86_Clade","RelAbund_Synechococcus","RelAbund_Cellvibrionales_Aestuariicella","RelAbund_Alteromonadales_Agaribacter","RelAbund_Cytophagales_Candidatus_Amoebophilus","RelAbund_Endozoicomonas","RelAbund_Alteromonadales_Glaciecola","RelAbund_Oceanospirillales_Neptuniibacter","RelAbund_Cellvibrionales_Porticoccus","RelAbund_Woesearchaeales_SCGC_AAA286E23","RelAbund_Litoricola","RelAbund_Uncultured_Alteromonadaceaeae","NMDS1","NMDS2","beta_dispersion_motu_islandside","site.name"
"TC210",11,0.977570745,2.279227227,"11-Nov-21","rimatuu","windward","Rm2Ta40",2,"a",40,17.0332,149.55594,"coral","E5",5.78,-8.69,0.5,"exulans only",NA,0.407678665573732,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.00688231245698555,0.982794218857536,0,0,0,0,0,0,3.25878505115331,0.663785208070808,0.599139058876942,"Rm2"
"TC211",6,1.344310566,0.093961361,"11-Nov-21","rimatuu","windward","Rm2Tb10",2,"b",10,17.03298,149.55591,"coral","D5",5.66,-8.25,0.4,"exulans only",NA,0.750274012269722,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3.25778978919889,-0.0129318225698458,0.427103921700921,"Rm2"
"TC212",84,1.359354122,12.86173077,"11-Nov-21","rimatuu","windward","Rm2Tb20",2,"b",20,17.03306,149.55588,"coral","D4",6.57,-9.28,0.48,"exulans only",NA,0.306795379658862,NA,NA,NA,NA,NA,NA,NA,NA,0.000688231245698555,0.00550584996558844,0.00275292498279422,0.803165863730213,0,0,0,0.0172057811424639,0,0.00137646249139711,-5.24058890160315,2.08640932376062,0.61764736781907,"Rm2"
"TC213",8,1.568771586,0.865239951,"11-Nov-21","rimatuu","windward","Rm2Tb30",2,"b",30,17.03312,149.55582,"coral","E4/E5",6.19,-9.4,0.5,"exulans only",NA,0.754419662469905,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.999311768754301,0,0,0,0,0,0,3.31551666226347,-0.251932851018193,0.432709622937625,"Rm2"
"TC215",180,4.396676392,24.25718526,"11-Nov-21","rimatuu","windward","Rm2Tc10",2,"c",10,17.03278,149.55576,"coral","E5",7.93,-8.62,0.48,"exulans only",NA,0.846661452857305,NA,NA,NA,NA,NA,NA,NA,NA,0.139710942876807,0.0605643496214728,0.00412938747419133,0.00275292498279422,0,0,0,0.0977288368891948,0.0172057811424639,0.012388162422574,-4.75177708602829,-0.73165790633905,0.739432366615881,"Rm2"
"TC216",7,1.345612494,0.686942645,"11-Nov-21","rimatuu","windward","Rm2Tc20",2,"c",20,17.03285,149.55569,"coral","D5",6.6,-9.22,0.54,"exulans only",NA,0.691508030138626,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.999311768754301,0,0,0,0,0,0,3.28514410882625,-0.181895499523484,0.435975404379938,"Rm2"
"TC217",147,3.424500767,19.51222444,"11-Nov-21","rimatuu","windward","Rm2Tc30",2,"c",30,17.03291,149.5556,"coral","E5",6.71,-9.11,0.53,"exulans only",NA,0.686213210468488,NA,NA,NA,NA,NA,NA,NA,NA,0.00688231245698555,0.0165175498967653,0.00275292498279422,0.462491397109429,0,0,0.00481761871988988,0.00344115622849277,0,0,-4.13802441913198,0.581744631119684,0.587401645424901,"Rm2"
"TC218",7,1.438441846,0.307780154,"11-Nov-21","rimatuu","windward","Rm2Tc40",2,"c",40,17.03296,149.55554,"coral","E5",6.96,-9.24,0.57,"exulans only",NA,0.739212880254684,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.999311768754301,0,0,0,0,0,0,3.27763984010693,0.00826254798259122,0.427038485135819,"Rm2"
"TW145",172,2.927227452,24.79811057,"8-Nov-21","aie","leeward","A1Ta10",1,"a",10,17.00918,149.53554,"water",NA,9.34,-8.01,0.49,"none",1035,0.568670343442912,0.0180410936020937,0.0958293891642074,0,0.000890918202572526,0.000111364775321566,0.0291775711342502,0.0114705718581213,0.109026115039813,NA,NA,NA,NA,NA,NA,NA,NA,0.319449858009911,0.124672865972493,-2.17612259313801,-0.0317761205791085,0.101526175111278,"A1"
"TW146",193,3.028004111,26.48057666,"8-Nov-21","aie","leeward","A1Ta20",1,"a",20,17.00924,149.53558,"water",NA,8.04,-7.82,0.34,"none",1030,0.575371911001681,0.0170388106241996,0.102511275683501,0,0.0026170722200568,0.00038977671362548,0.0323514672309149,0.0131967258756055,0.118937580043432,NA,NA,NA,NA,NA,NA,NA,NA,0.298234868311153,0.107188596247007,-2.01081784279802,-0.0841729949137679,0.0646295982895535,"A1"
"TW147",203,3.13664394,29.104345,"8-Nov-21","aie","leeward","A1Ta20",1,"a",30,17.00931,149.53563,"water",NA,6.31,-8.46,0.48,"none",1025,0.590348643055182,0.0185979174787015,0.106297678044435,0,0.00122501252853722,0.00122501252853722,0.049501642630436,0.0199342947825603,0.128849045047052,NA,NA,NA,NA,NA,NA,NA,NA,0.278356255916254,0.104014700150342,-2.0950651333588,-0.0446106112300459,0.0873417966868823,"A1"
"TW148",156,3.031265681,20.56450287,"8-Nov-21","aie","leeward","A1Ta40",1,"a",40,17.00941,149.53574,"water",NA,5.67,-9.13,0.32,"none",1070,0.600267745584891,0.0216604488000445,0.0916532100896486,0,0.00116933014087644,0.000668188651929395,0.0457709226571635,0.0132524082632663,0.178072275739184,NA,NA,NA,NA,NA,NA,NA,NA,0.264936800490005,0.081296285984743,-2.03023621120956,-0.122372159307356,0.0822585541318444,"A1"
"TW149",195,2.920778015,28.11390493,"8-Nov-21","aie","leeward","A1Tb10",1,"b",10,17.00905,149.53566,"water",NA,8.9,-8.18,0.37,"none",1100,0.553912053767658,0.0150899270560722,0.0911520686007016,0,0.00155910685450192,0,0.0324628320062364,0.0111364775321566,0.122000111364775,NA,NA,NA,NA,NA,NA,NA,NA,0.316888468177515,0.112923882176068,-1.93561533264158,-0.0665806689932072,0.100626903953766,"A1"
"TW150",197,3.071846079,28.31730432,"8-Nov-21","aie","leeward","A1Tb20",1,"b",20,17.00915,149.53574,"water",NA,6.6,-8.52,0.36,"none",1075,0.581436233906842,0.0103569241049056,0.0846929116320508,0,0.00178183640514505,0.00105796536555487,0.0420958850715519,0.0109137479815134,0.120719416448577,NA,NA,NA,NA,NA,NA,NA,NA,0.295228019377471,0.125396737012083,-1.99776886786168,-0.116185889043485,0.0949231231588054,"A1"
"TW151",175,3.108343057,24.38443029,"8-Nov-21","aie","leeward","A1Tb30",1,"b",30,17.00924,149.53583,"water",NA,5.81,-9.54,0.34,"none",1045,0.601833855786805,0.0267832284648366,0.122111476140097,0,0.000445459101286263,0.00038977671362548,0.0378083412216716,0.0208252129851328,0.184865527033799,NA,NA,NA,NA,NA,NA,NA,NA,0.242997939751657,0.0675427362325297,-2.10027176281633,-0.198409893404722,0.127907235148641,"A1"
"TW152",194,3.232922692,25.90392034,"8-Nov-21","aie","leeward","A1Tb40",1,"b",40,17.00928,149.53592,"water",NA,5.28,-8.89,0.3,"none",1100,0.613707240092972,0.0322957848432541,0.136700261707222,0,0.00172615401748427,0.00116933014087644,0.0550698813965143,0.0223843198396347,0.191992872654379,NA,NA,NA,NA,NA,NA,NA,NA,0.218553371568573,0.0614733559775043,-1.98763958596294,-0.172106340470099,0.170977535427983,"A1"
"TW153",204,2.948225955,28.70445742,"8-Nov-21","aie","leeward","A1Tc10",1,"c",10,17.00891,149.5359,"water",NA,NA,NA,NA,"none",1055,0.554373718233625,0.0190433765799877,0.0987248733225681,0,0.00144774207918036,0.000556823876607829,0.0315719138036639,0.00996714739128014,0.10167603986859,NA,NA,NA,NA,NA,NA,NA,NA,0.28732112032964,0.127178573417228,-2.16506446157189,0.0222034793561658,0.111963644065891,"A1"
"TW154",193,2.999720977,27.4487983,"8-Nov-21","aie","leeward","A1Tc20",1,"c",20,17.00895,149.53598,"water",NA,7.86,-7.92,0.31,"none",1105,0.5699976379617,0.0162592571969486,0.0960521187148505,0,0.000668188651929395,0.000779553427250961,0.0466061584720753,0.0113035246951389,0.100840804053678,NA,NA,NA,NA,NA,NA,NA,NA,0.314048666406816,0.125842196113369,-2.09589751241785,-0.098935481937248,0.0878722594748179,"A1"
"TW155",204,3.029135136,31.1737452,"8-Nov-21","aie","leeward","A1Tc30",1,"c",30,17.00899,149.53604,"water",NA,NA,NA,NA,"none",1100,0.569587587250054,0.0196002004565956,0.116543237374019,0,0.00105796536555487,0,0.044880004454591,0.0128626315496408,0.131800211593073,NA,NA,NA,NA,NA,NA,NA,NA,0.304749707667465,0.100395344952392,-2.07233409852792,-0.165391330468638,0.0597805326512351,"A1"
"TW156",168,3.104779537,22.93171218,"8-Nov-21","aie","leeward","A1Tc40",1,"c",40,17.00907,149.53612,"water",NA,7.06,-8.82,0.49,"none",1100,0.60593313096662,0.0280639233810346,0.133247953672253,0,0.00150342446684114,0.000612506264268612,0.049501642630436,0.0136421849768918,0.160365276463055,NA,NA,NA,NA,NA,NA,NA,NA,0.257308313380478,0.0771201069101843,-2.11655630146853,-0.139410955468932,0.100987980159435,"A1"
"TW157",395,2.75332036,56.44421957,"9-Nov-21","aie","windward","A2Ta10",2,"a",10,17.00774,149.5361,"water",NA,8.45,-9.34,0.44,"none",1075,0.460507269793193,0.00729439278356256,0.0315162314160031,0.00490005011414889,0.00773985188484882,0.0130296787126232,0.0149785622807506,0.00829667576145665,0.00751712233420569,NA,NA,NA,NA,NA,NA,NA,NA,0.336321621471129,0.296731443844312,-0.947210318431496,1.15675948526984,0.28853381354,"A2"
"TW158",245,2.458288589,37.25785632,"9-Nov-21","aie","windward","A2Ta20",2,"a",20,17.00763,149.53613,"water",NA,7.38,-8.79,0.41,"none",1045,0.446859335613077,0.0061807450303469,0.0267832284648366,0.00150342446684114,0.00445459101286263,0.00679325129461551,0.0207138482098112,0.00840804053677822,0.0239434266941366,NA,NA,NA,NA,NA,NA,NA,NA,0.345286485884515,0.293334818197004,-1.46439133258505,0.194169534930936,0.291888319852851,"A2"
"TW159",189,2.359694495,27.73164482,"9-Nov-21","aie","windward","A2Ta30",2,"a",30,17.00757,149.53619,"water",NA,5.61,-9,0.34,"none",1050,0.45017328921456,0.00902054680104683,0.027451417116766,0.0016147892421627,0.00278411938303914,0.00896486441338605,0.0172615401748427,0.00924327635168996,0.0186535998663623,NA,NA,NA,NA,NA,NA,NA,NA,0.355977504315385,0.282977894092099,-1.65204828807756,0.00427244422230609,0.301838489598961,"A2"
"TW160",199,2.515386672,31.02134286,"9-Nov-21","aie","windward","A2Ta40",2,"a",40,17.00749,149.53615,"water",NA,NA,NA,NA,"none",1000,0.475201552771131,0.00941032351467231,0.03129350186536,0.000334094325964697,0.0016147892421627,0.00640347458099003,0.0212149896987583,0.0126399019989977,0.0387549418119049,NA,NA,NA,NA,NA,NA,NA,NA,0.307645191825826,0.253856005345509,-1.79215502066677,-0.0345136298043026,0.297012609999933,"A2"
"TW161",481,3.53318867,64.64888869,"9-Nov-21","aie","windward","A2Tb10",2,"b",10,17.00767,149.53595,"water",NA,6.83,-9.11,0.48,"none",1020,0.572095952758307,0.0128069491619801,0.0452697811682165,0.0109694303691742,0.0154797037696976,0.0326298791692188,0.0150899270560722,0.0206581658221505,0.0165376691352525,NA,NA,NA,NA,NA,NA,NA,NA,0.234589899214878,0.266384542569185,-0.382293486932067,1.08193502164645,0.204294270942032,"A2"
"TW162",497,3.844012117,64.7607269,"9-Nov-21","aie","windward","A2Tb20",2,"b",20,17.00759,149.53596,"water",NA,6.29,-8.71,0.34,"none",1005,0.619144137532423,0.0231638732668857,0.0782337546634,0.0180410936020937,0.032574196781558,0.044378862965644,0.0208252129851328,0.0335207973717913,0.0153126566067153,NA,NA,NA,NA,NA,NA,NA,NA,0.18068934795924,0.222228409154185,-0.286826347107746,0.502617672914562,0.16725471935444,"A2"
"TW163",240,2.764796133,37.6307855,"9-Nov-21","aie","windward","A2Tb30",2,"b",30,17.0075,149.536,"water",NA,6.04,-8.79,0.37,"none",1040,0.504466025160818,0.00991146500361936,0.0366390110807951,0.00334094325964697,0.00601369786736455,0.0157581157080016,0.0247229801213876,0.0123614900606938,0.0427083913358205,NA,NA,NA,NA,NA,NA,NA,NA,0.269614121053511,0.237095606659614,-1.50319698690566,-0.0189026313486645,0.25803838767437,"A2"
"TW164",293,2.927153074,43.71149761,"9-Nov-21","aie","windward","A2Tb40",2,"b",40,17.00742,149.536,"water",NA,NA,NA,NA,"none",1070,0.515328190793577,0.0125285372236762,0.0412049668689793,0.00506709727713124,0.00857508769976057,0.0206581658221505,0.0212706720864191,0.0159251628709839,0.0428754384988028,NA,NA,NA,NA,NA,NA,NA,NA,0.27456985355532,0.236538782783006,-1.1980202194854,0.0165680646513579,0.227727025836715,"A2"
"TW165",634,4.893892366,76.22419977,"9-Nov-21","aie","windward","A2Tc10",2,"c",10,17.00764,149.53572,"water",NA,7.3,-8.27,0.59,"none",1100,0.758502051140569,0.0446572749039479,0.0898156912968428,0.0305696308257698,0.0314048666406816,0.0870315719138037,0.0326855615568796,0.066930229968261,0.0348571746756501,NA,NA,NA,NA,NA,NA,NA,NA,0.0837463110418175,0.0539005512556378,0.00517947668954407,0.385548006626596,0.385122032851595,"A2"
"TW166",718,5.072383564,83.0761927,"9-Nov-21","aie","windward","A2Tc20",2,"c",20,17.00761,149.53572,"water",NA,6.09,-10.58,0.52,"none",1110,0.771292790264382,0.0444345453533048,0.0800712734562058,0.0269502756278189,0.0390890361378696,0.0925998106798819,0.033353750208809,0.0649256640124729,0.0237763795311543,NA,NA,NA,NA,NA,NA,NA,NA,0.0713291385934629,0.0595244724093769,0.0596155960655119,0.446412609873869,0.399130776048872,"A2"
"TW167",580,4.955224727,69.13484079,"9-Nov-21","aie","windward","A2Tc30",2,"c",30,17.00749,149.53572,"water",NA,7.03,-9.59,0.46,"none",1110,0.778752607464181,0.0524528091764575,0.0939361879837407,0.0283423353193385,0.0367503758561167,0.116933014087644,0.0374185645080461,0.0865861128125174,0.0277855114427307,NA,NA,NA,NA,NA,NA,NA,NA,0.0418731555209087,0.0250013920596915,0.00283323425741926,0.193252913023888,0.468929001800501,"A2"
"TW168",762,5.122968891,88.03352156,"9-Nov-21","aie","windward","A2Tc40",2,"c",40,17.00739,149.53574,"water",NA,NA,NA,NA,"none",1005,0.772002735104895,0.0408708725430146,0.101341945542625,0.0342446684113815,0.0484436772648811,0.0937134584330976,0.0407038253800323,0.0712177738181413,0.027952558605713,NA,NA,NA,NA,NA,NA,NA,NA,0.0517289381368673,0.0250013920596915,0.223107944045924,0.563226800770291,0.458646426700487,"A2"
"TW169",892,5.382421073,103.098305,"10-Nov-21","reiono","leeward","Re1Ta10",1,"a",10,17.04528,149.54781,"water",NA,10.66,-8.88,0.61,"none (recently eradicated)",1080,0.792293796415214,0.0478868533882733,0.0648699816248121,0.0436549919260538,0.0711064090428198,0.134807060526755,0.0243332034077621,0.0804610501698313,0.0126399019989977,NA,NA,NA,NA,NA,NA,NA,NA,0.00250570744473523,0.00250570744473523,0.824864078803431,0.70892784233442,0.23582229599954,"Re1"
"TW170",957,5.433264202,104.6580334,"10-Nov-21","reiono","leeward","Re1Ta20",1,"a",20,17.04528,149.54791,"water",NA,8.62,-7.45,0.59,"none (recently eradicated)",1075,0.791582143621085,0.0460493345954675,0.0638120162592572,0.0462720641461106,0.0652597583384376,0.144885572693357,0.0271730051784621,0.0860849713235704,0.00941032351467231,NA,NA,NA,NA,NA,NA,NA,NA,0.00339662564730776,0.00283980177069993,0.810086533760336,0.564774198967228,0.200307510536158,"Re1"
"TW171",889,5.366599756,97.83854706,"10-Nov-21","reiono","leeward","Re1Ta30",1,"a",30,17.04528,149.54802,"water",NA,6.63,-7.86,0.42,"none (recently eradicated)",1075,0.790356834351553,0.0557937524361045,0.0576312712289103,0.0391447185255304,0.0565176234756946,0.139540063477922,0.0298457597861796,0.0885349963806448,0.00941032351467231,NA,NA,NA,NA,NA,NA,NA,NA,0.00406481429923715,0.00233866028175288,0.775652880089528,0.446533663184182,0.211957762429463,"Re1"
"TW172",757,5.248174111,88.08817047,"10-Nov-21","reiono","leeward","Re1Ta40",1,"a",40,17.04526,149.5481,"water",NA,6.18,-8.22,0.57,"none (recently eradicated)",1060,0.791655836369914,0.0495573250180968,0.0781223898880784,0.0422072498468734,0.0864190656495351,0.132746812183306,0.0265604989141934,0.0931566345564898,0.0103569241049056,NA,NA,NA,NA,NA,NA,NA,NA,0.00528982682777438,0.00267275460771758,0.74129808470322,0.360244308738266,0.19951887312691,"Re1"
"TW173",886,5.232777606,96.48539904,"10-Nov-21","reiono","leeward","Re1Tb10",1,"b",10,17.04634,149.54778,"water",NA,8.65,-7.06,0.61,"none (recently eradicated)",1030,0.771032244910916,0.0601926610613063,0.0737791636505373,0.0531209978283869,0.0858622417729272,0.151957235926277,0.0250570744473523,0.0983350966089426,0.0145887855671251,NA,NA,NA,NA,NA,NA,NA,NA,0.00167047162982349,0.00100228297789409,0.879150659901805,0.353267014042827,0.195250190492503,"Re1"
"TW174",1015,5.501471525,103.3739153,"10-Nov-21","reiono","leeward","Re1Tb20",1,"b",20,17.04631,149.54784,"water",NA,7.5,-8.53,0.48,"none (recently eradicated)",1025,0.794706706172503,0.0460493345954675,0.0647586168494905,0.0422072498468734,0.0743359875271452,0.131243387716465,0.0281196057686954,0.0936577760454368,0.00696029845759786,NA,NA,NA,NA,NA,NA,NA,NA,0.00278411938303914,0.00267275460771758,1.00257574415865,0.381133312190247,0.200962357981234,"Re1"
"TW175",871,5.396160138,99.35956606,"10-Nov-21","reiono","leeward","Re1Tb30",1,"b",30,17.04633,149.54796,"water",NA,7.28,-8.92,0.58,"none (recently eradicated)",1100,0.797111598582486,0.0440447686396793,0.0582994598808397,0.0391447185255304,0.0757280472186647,0.132524082632663,0.024611615346066,0.0839133582047998,0.00991146500361936,NA,NA,NA,NA,NA,NA,NA,NA,0.0038977671362548,0.00306253132134306,0.931486224106868,0.469475532707393,0.224204141732655,"Re1"
"TW176",917,5.535391693,101.4379935,"10-Nov-21","reiono","leeward","Re1Tb40",1,"b",40,17.0463,149.54805,"water",NA,5.15,-8.04,0.36,"none (recently eradicated)",1050,0.811509232996861,0.0370287877944206,0.0572971769029456,0.0378083412216716,0.0660949941533493,0.125341054624422,0.0222729550643132,0.0834122167158528,0.0100228297789409,NA,NA,NA,NA,NA,NA,NA,NA,0.00256138983239601,0.00250570744473523,0.981758604456632,0.471150338967486,0.238273319203026,"Re1"
"TW177",840,5.191898814,89.93168277,"10-Nov-21","reiono","leeward","Re1Tc10",1,"c",10,17.04688,149.54765,"water",NA,9.43,-8.02,0.49,"none (recently eradicated)",1065,0.771066230324665,0.0606938025502534,0.0776769307867921,0.0492789130797929,0.0729996102232864,0.159752770198786,0.0307923603764129,0.101898769419233,0.0123614900606938,NA,NA,NA,NA,NA,NA,NA,NA,0.00222729550643132,0.000890918202572526,0.809767382653619,0.164991395368957,0.198192865350982,"Re1"
"TW178",963,5.414868545,101.7075511,"10-Nov-21","reiono","leeward","Re1Tc20",1,"c",20,17.04686,149.54776,"water",NA,7.99,-7.19,0.56,"none (recently eradicated)",1005,0.788184344491544,0.0437106743137146,0.0616960855281474,0.0409822373183362,0.0601926610613063,0.159140263934518,0.0303469012751267,0.096943036917423,0.0109137479815134,NA,NA,NA,NA,NA,NA,NA,NA,0.00172615401748427,0.00189320118046662,0.889851101285025,0.296271945672983,0.204312045967117,"Re1"
"TW179",939,5.328581084,103.7829427,"10-Nov-21","reiono","leeward","Re1Tc30",1,"c",30,17.04684,149.54784,"water",NA,7.07,-9.46,0.49,"none (recently eradicated)",1125,0.778484255738674,0.0525641739517791,0.0763405534829334,0.0506709727713124,0.0751155409543961,0.144941255081018,0.0227740965532602,0.091820257252631,0.0115262542457821,NA,NA,NA,NA,NA,NA,NA,NA,0.00139205969151957,0.00155910685450192,1.00238230423696,0.303529220738383,0.197950276673258,"Re1"
"TW180",733,5.32098674,84.91171164,"10-Nov-21","reiono","leeward","Re1Tc40",1,"c",40,17.04684,149.54794,"water",NA,6.68,-7.91,0.48,"none (recently eradicated)",1075,0.806558924184182,0.0432095328247675,0.0648699816248121,0.0448243220669302,0.0735564340998942,0.130074057575589,0.0219945431260092,0.0887020435436272,0.00929895873935074,NA,NA,NA,NA,NA,NA,NA,NA,0.00167047162982349,0.00200456595578818,0.76801957397379,0.275603865868531,0.216834696724148,"Re1"
"TW181",729,4.985594299,85.31291794,"12-Nov-21","reiono","windward","Re2Ta10",2,"a",10,17.04488,149.54433,"water",NA,5.76,-8.91,0.29,"none (recently eradicated)",1100,0.756347249832822,0.0554596581101398,0.0790133080906509,0.0583551422685005,0.0800712734562058,0.178406370065148,0.0326855615568796,0.105629489392505,0.011804666184086,NA,NA,NA,NA,NA,NA,NA,NA,0.00807394621081352,0.00517846205245281,0.691839136618624,-0.0170589274475606,0.162617862463831,"Re2"
"TW182",590,4.749056573,71.34785093,"12-Nov-21","reiono","windward","Re2Ta20",2,"a",20,17.04486,149.54424,"water",NA,6.21,-8.84,0.43,"none (recently eradicated)",1085,0.744351937683577,0.0674870538448689,0.0817417450860293,0.0550141990088535,0.0712177738181413,0.191658778328415,0.041817473133248,0.131354752491787,0.0109694303691742,NA,NA,NA,NA,NA,NA,NA,NA,0.00929895873935074,0.00183751879280584,0.547499758159286,-0.131161407183854,0.138270527808594,"Re2"
"TW183",672,4.857072719,82.18919957,"12-Nov-21","reiono","windward","Re2Ta30",2,"a",30,17.04482,149.54414,"water",NA,5.65,-9.36,0.34,"none (recently eradicated)",1080,0.746064513103438,0.0558494348237652,0.0653711231137591,0.0550698813965143,0.0781780722757392,0.187204187315552,0.0318503257419678,0.137813909460438,0.0113035246951389,NA,NA,NA,NA,NA,NA,NA,NA,0.00606938025502534,0.00339662564730776,0.64375345352812,-0.0985392124163159,0.144740286989801,"Re2"
"TW184",856,5.027388558,92.32817948,"12-Nov-21","reiono","windward","Re2Ta40",2,"a",40,17.04478,149.54407,"water",NA,5.97,-9.34,0.44,"none (recently eradicated)",1065,0.744547874706501,0.0443231805779832,0.0680995601091375,0.0444345453533048,0.0639233810345788,0.225290940475528,0.0275627818920875,0.114817083356534,0.00974441784063701,NA,NA,NA,NA,NA,NA,NA,NA,0.00328526087198619,0.00278411938303914,0.852116491796772,0.0462249779530377,0.188503811682312,"Re2"
"TW185",975,5.218666237,102.7206608,"12-Nov-21","reiono","windward","Re2Tb10",2,"b",10,17.04511,149.54422,"water",NA,7.62,-7.19,0.47,"none (recently eradicated)",1060,0.758258430823546,0.0532323626037084,0.0719973272453923,0.0459936522078067,0.0729996102232864,0.17423019099059,0.0345787627373462,0.100562392115374,0.0109694303691742,NA,NA,NA,NA,NA,NA,NA,NA,0.0077955342725096,0.00540119160309594,0.870593748303751,0.121730786156722,0.178536548835516,"Re2"
"TW186",824,4.970292869,90.27797324,"12-Nov-21","reiono","windward","Re2Tb20",2,"b",20,17.04508,149.54414,"water",NA,5.65,-9.69,0.34,"none (recently eradicated)",1075,0.740269084149552,0.0456038754941812,0.0640904281975611,0.0444902277409655,0.066429088479314,0.213597639066763,0.022829778940921,0.139261651539618,0.0126399019989977,NA,NA,NA,NA,NA,NA,NA,NA,0.00445459101286263,0.00528982682777438,0.752209522247843,-0.0185326383595823,0.167132422861158,"Re2"
"TW187",337,4.490243725,47.27310428,"12-Nov-21","reiono","windward","Re2Tb30",2,"b",30,17.04507,149.54405,"water",NA,5.38,-10.19,0.33,"none (recently eradicated)",1075,0.771508546997311,0.0718859624700707,0.0995601091374798,0.0747814466284314,0.0878668077287154,0.134918425302077,0.0413163316443009,0.132412717857342,0.00996714739128014,NA,NA,NA,NA,NA,NA,NA,NA,0.00746143994654491,0.00356367281029011,0.299626216738251,-0.696986611500834,0.224605033622379,"Re2"
"TW188",663,4.821959137,80.66001071,"12-Nov-21","reiono","windward","Re2Tb40",2,"b",40,17.04504,149.54398,"water",NA,5.09,-8.94,0.38,"none (recently eradicated)",1035,0.74220811776368,0.0649256640124729,0.078734896152347,0.0578540007795534,0.077955342725096,0.190099671473913,0.0365833286931344,0.120106910184309,0.0126955843866585,NA,NA,NA,NA,NA,NA,NA,NA,0.00540119160309594,0.00356367281029011,0.644748590738294,-0.148579012930686,0.146076272412249,"Re2"
"TW189",667,5.060551031,80.31121083,"12-Nov-21","reiono","windward","Re2Tc10",2,"c",10,17.04559,149.54399,"water",NA,7.23,-8.11,0.42,"none (recently eradicated)",1055,0.778212274311165,0.0496686897934183,0.0688791135363884,0.0378640236093324,0.0733893869369119,0.16142324182861,0.034356033186703,0.109917033242385,0.00835235814911743,NA,NA,NA,NA,NA,NA,NA,NA,0.0107467008185311,0.00601369786736455,0.589370804805918,0.0194865062511753,0.202025952849858,"Re2"
"TW190",690,4.899714619,80.92235539,"12-Nov-21","reiono","windward","Re2Tc20",2,"c",20,17.04558,149.54388,"water",NA,4.69,-9.48,0.28,"none (recently eradicated)",1010,0.749571024706977,0.0457709226571635,0.0581880951055181,0.0391447185255304,0.0554596581101398,0.226961412105351,0.0354696809399187,0.126788796703603,0.0087978172504037,NA,NA,NA,NA,NA,NA,NA,NA,0.00317389609666462,0.00250570744473523,0.701361317319668,-0.121537687372026,0.194521901413019,"Re2"
"TW191",677,4.853298581,74.78294389,"12-Nov-21","reiono","windward","Re2Tc30",2,"c",30,17.04556,149.54381,"water",NA,5.07,-9.35,0.43,"none (recently eradicated)",1060,0.744636907536365,0.0635336043209533,0.075672364831004,0.052842585890083,0.0757837296063255,0.202294114371624,0.0381981179352971,0.13085361100284,0.00746143994654491,NA,NA,NA,NA,NA,NA,NA,NA,0.00551255637841751,0.00367503758561167,0.622260041834851,-0.170847970578905,0.147315491699381,"Re2"
"TW192",498,4.627686696,62.93718089,"12-Nov-21","reiono","windward","Re2Tc40",2,"c",40,17.04553,149.54372,"water",NA,4.64,-8.55,0.31,"none (recently eradicated)",1075,0.745127143690922,0.0595801547970377,0.0763405534829334,0.0554596581101398,0.0749484937914138,0.214544239656996,0.0388663065872265,0.127902444456818,0.0091319115763684,NA,NA,NA,NA,NA,NA,NA,NA,0.00378640236093324,0.00328526087198619,0.488505159142791,-0.331960449346187,0.149368678008477,"Re2"
"TW193",996,5.164093424,105.7678629,"7-Nov-21","rimatuu","leeward","Rm1Ta10",1,"a",10,17.02838,149.56067,"water",NA,3.51,-7.91,0.35,"exulans only",1075,0.748013105248982,0.0449356868422518,0.0733893869369119,0.0489448187538282,0.0829667576145665,0.203073667798875,0.0275627818920875,0.0973884960187093,0.0137535497522134,NA,NA,NA,NA,NA,NA,NA,NA,0.00885349963806448,0.00339662564730776,1.18935220339829,0.00752671945166234,0.187919108114777,"Rm1"
"TW194",905,5.042147536,97.72467726,"7-Nov-21","rimatuu","leeward","Rm1Ta20",1,"a",20,17.02839,149.56076,"water",NA,3.37,-7.69,0.34,"exulans only",1020,0.740628043260903,0.0451027340052341,0.0676541010078512,0.0451584163928949,0.0775655660114706,0.198674759173673,0.0275070995044268,0.115373907233142,0.0140319616905173,NA,NA,NA,NA,NA,NA,NA,NA,0.00612506264268612,0.00506709727713124,0.984942810202262,-0.1018704959806,0.175644178875328,"Rm1"
