Date_collected,Month,Year,Motu,Purpose,Collected_by,GPS_name,Longitude,Latitude,vial,N15,C13,N_percent,C_percent,Notes,Duplicate_N15,Duplicate_C13,Duplicate_N,Duplicate_C,Triplicate_N15,Triplicate_C13,Triplicate_N,Triplicate_C
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",415,-149.59344,-17.016171,415_Onetahi 281121,4.59,-6.95,0.45,26.93,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",416,-149.59385,-17.016684,416 Onetahi 281121,5.39,-5.96,0.65,27.7,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",417,-149.59425,-17.017168,417 Onetahi 281121,4.12,-8.21,0.54,29.77,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",418,-149.59458,-17.017658,418_Onetahi 281121,5.18,-7.9,0.66,32.2,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",419,-149.59485,-17.017934,419_Onetahi 281121,3.75,-9.17,0.56,33.83,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",420,-149.59513,-17.018387,420 Onetahi 281121,3.19,-9.65,0.44,31.16,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",421,-149.5956,-17.018833,421_Onetahi 281121,3.77,-8.9,0.4,29.93,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",422,-149.59596,-17.019235,422 Onetahi 281121,4.77,-8.4,0.65,33.18,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",423,-149.59663,-17.02007,423 Onetahi 281121,3.34,-7.42,0.47,30.45,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",424,-149.59663,-17.021052,424_Onetahi 281121,3.53,-8.02,0.42,32.23,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",425,-149.59666,-17.021656,425_Onetahi 281121,3.27,-9.37,0.3,28.71,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",426,-149.59679,-17.022314,426 Onetahi 281121,4.4,-8.24,0.62,33.73,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",427,-149.59672,-17.023131,427_Onetahi 281121,4.22,-8.14,0.34,28.81,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,*no algae found nov 2021,428,-149.59664,-17.023659,,,,,,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",429,-149.59025,-17.023258,429_Onetahi 281121,8.61,-8.16,0.77,26.4,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",430,-149.58965,-17.022287,430_Onetahi 281121,14.04,-7.63,0.85,28.03,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,*no algae found nov 2021,431,-149.5889,-17.021514,,,,,,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",432,-149.58833,-17.019417,432_Onetahi 281121,5.9,-8.71,0.53,27.7,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",433,-149.58267,-17.003596,433 _04/11/21,4.5,-9.29,0.32,30.77,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",434,-149.58175,-17.003266,434 _04/11/21,3.98,-9.23,0.38,31.15,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",435,-149.58129,-17.003037,435 _04/11/21,3.83,-10.29,0.33,33.01,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",436,-149.57994,-16.997629,436 _04/11/21,4.79,-8.83,0.46,30.92,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",437,-149.57979,-16.997037,437 _04/11/21,4.98,-9.12,0.42,29.46,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",438,-149.57928,-16.996378,438 _04/11/21,3.93,-8.1,0.47,28.5,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",439,-149.57903,-16.995534,439 _04/11/21,5.16,-9.26,0.49,28.71,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",440,-149.57858,-16.994578,440 _04/11/21,5.11,-10.46,0.46,32.52,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",441,-149.57823,-16.993925,441 _04/11/21,4.59,-9.86,0.34,32.31,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",442,-149.57752,-16.992734,442 _04/11/21,4.37,-10.07,0.47,32.16,,,,,,,,,
4-Nov-21,Nov,2021,Tiaraunu,ATA,"Hannah Epstein, Kal Bistolas (OSU)",443,-149.5772,-16.991773,443 _04/11/21,4.09,-9.29,0.43,31.66,,,,,,,,,
6-Nov-21,Nov,2021,Onetahi,ATA,"Hannah Epstein, Kal Bistolas (OSU)",444,-149.58795,-17.0182,444 _06/11/21,5.25,-7.07,0.52,27.32,,,,,,,,,
6-Nov-21,Nov,2021,Onetahi,ATA,"Hannah Epstein, Kal Bistolas (OSU)",445,-149.58726,-17.016602,445 _06/11/21,4.56,-7.87,0.39,29.51,,,,,,,,,
6-Nov-21,Nov,2021,Onetahi,ATA,"Hannah Epstein, Kal Bistolas (OSU)",446,-149.58654,-17.013426,446 _06/11/21,3.89,-7.43,0.42,28.35,,,,,,,,,
6-Nov-21,Nov,2021,Onetahi,ATA,"Hannah Epstein, Kal Bistolas (OSU)",447,-149.58764,-17.013294,447 _06/11/21,5.01,-7.52,0.72,26.52,,,,,,,,,
6-Nov-21,Nov,2021,Onetahi,ATA,"Hannah Epstein, Kal Bistolas (OSU)",448,-149.58892,-17.013607,448 _06/11/21,5.14,-7.27,0.67,27.52,,,,,,,,,
6-Nov-21,Nov,2021,Onetahi,ATA,"Hannah Epstein, Kal Bistolas (OSU)",449,-149.58955,-17.013694,449 _06/11/21,4.38,-7.77,0.66,26.86,,,,,,,,,
6-Nov-21,Nov,2021,Onetahi,ATA,"Hannah Epstein, Kal Bistolas (OSU)",450,-149.59023,-17.013865,450 _06/11/21,4.31,-7.53,0.69,26.91,,,,,,,,,
6-Nov-21,Nov,2021,Onetahi,ATA,"Hannah Epstein, Kal Bistolas (OSU)",451,-149.59072,-17.01402,451 _06/11/21,4.45,-7.87,0.81,26.54,,,,,,,,,
6-Nov-21,Nov,2021,Onetahi,ATA,"Hannah Epstein, Kal Bistolas (OSU)",452,-149.59164,-17.014438,452 _06/11/21,4.03,-7.28,0.68,25.77,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",483,-149.59255,-17.023354,483_Onetahi 281121,4.05,-8.49,0.49,28.84,,,,,,,,,
3-Dec-21,Nov,2021,Onetahi,ATA,"Jayna DeVore, Carlee Heger (Tetiaroa Society)",484,-149.59589,-17.023999,484_Onetahi 281121,4.54,-8.41,0.4,27.58,,,,,,,,,
